study_name,year,species,site_id,site_name,latitude,longitude,substrate,fund_source,deployment_date,retrieval_date,sample_id,lab,lab_sample_id,lab_set_name,lab_analysis_date,analyte,wet_value,blank_corrected_value,q_dalifier,units,reported_as,pct_solids,dry_value
MWPE,2013,Mytilus trossulus,WB_EH,Everett Hbr,47.972103,-122.231625,sand,NEP,2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,13WB_EH-MTW01,NOAA,119-1824,MW2905,2013-06-27T00:00:00Z,SumPCBs2x17,6.1,4.7,"D,B",ng/g,wet,14.768249202477,41.3048284625159
MWPE,2013,Mytilus sp.,WB_KPN,Kayak Pt Natives,48.13365,-122.36568,sand,SCMRC,NA,2013-01-07T00:00:00Z,13WB_KPN-MXW01,NOAA,119-1927,MW2937,2013-10-30T00:00:00Z,SumPCBs2x17,6.1,3.9,"D,B",ng/g,wet,12.5022486058643,48.791223021583
PSMM2016,2016,Mytilus trossulus,NPS_CPAR4,"Cherry Pt Aq Res 4, Conoco Phillips  ",48.82078,-122.71008,cobble_gravel; gravel_sand,WDFW,2015-10-27T00:00:00Z,2016-02-08T00:00:00Z,16NPS_CPAR4-MTW01,NOAA,119-3322,PS3344,2016-05-24T00:00:00Z,SumPCBs2x17,6.1,4.9,"D,B",ng/g,wet,15.54047942,39.2523282914267
MWPE,2013,Mytilus trossulus,SPS_NRQR,"Nisqually Rch Aq Res, Anderson Is",47.149421,-122.676382,sand,DNR Aq.Rs.,2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,13SPS_NRQR-MTW01,NOAA,119-1821,MW2905,2013-06-27T00:00:00Z,SumPCBs2x17,6.2,4.8,"D,B",ng/g,wet,13.2691922228903,46.7247734138975
MWPE,2013,Mytilus trossulus,WB_ASCP,Ala Spit Co Pk,48.3928166666666,-122.586566666666,mud_sand,NEP,2012-11-12T00:00:00Z,2013-01-10T00:00:00Z,WB_ASCP,NOAA,119-1932,MW2937,2013-10-30T00:00:00Z,SumPCBs2x17,6.2,4,"D,B",ng/g,wet,27.1640961511741,22.8242455242967
MWPE,2013,Mytilus trossulus,NPS_CPAR1,"Cherry Pt Aq Res, 1 Alcoa-BP",48.85843,-122.74073,cobble,SSA Marine,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13NPS_CPAR1-MTW01,NOAA,119-1740,MW2887,2013-06-26T00:00:00Z,SumPCBs2x17,6.3,5.1,"D,B",ng/g,wet,15.0323071075636,41.9097345132745
PSMM2016,2016,Mytilus trossulus,NPS_FBAR,"Fidalgo Bay Aq Reserve, Weaverling Spit",48.48273,-122.58545,gravel_sand,DNR,2015-10-29T00:00:00Z,2016-02-09T00:00:00Z,16NPS_FBAR-MTW01,NOAA,119-3302,PS3343,2016-05-19T00:00:00Z,SumPCBs2x17,6.3,1.4,"D,B",ng/g,wet,15.81352834,39.8393063492622
PSMM2016,2016,Mytilus trossulus,PSS13175-000011,South Bay Trail,48.725731,-122.506264,cobble_gravel,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-08T00:00:00Z,16RSMP011-MTW01,NOAA,119-3236,PS3339,2016-04-27T00:00:00Z,SumPCBs2x17,6.6,4.9,"D,B",ng/g,wet,13.41865426,49.1852601022302
PSMM2016,2016,Mytilus trossulus,PSS13175-000017,"Budd Inlet, West Bay",47.06892,-122.91949,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16RSMP017-MTW01,NOAA,119-3247,PS3340,2016-05-17T00:00:00Z,SumPCBs2x17,6.6,6.6,D,ng/g,wet,14.41604404,45.7823240667625
PSMM2016,2016,Mytilus trossulus,PSS13175-000019,Skiff Point,47.66122,-122.49911,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP019-MTW01,NOAA,119-3249,PS3340,2016-05-17T00:00:00Z,SumPCBs2x17,6.6,6.6,D,ng/g,wet,15.54602682,42.4545774712616
PSMM2016,2016,Mytilus trossulus,PSS13175-000015,Tugboat Park,48.48932,-122.67606,Sand,RSMP/SAM,2015-10-28T00:00:00Z,2016-02-05T00:00:00Z,16RSMP015-MTW01,NOAA,119-3239,PS3339,2016-04-27T00:00:00Z,SumPCBs2x17,6.7,5,"D,B",ng/g,wet,18.04908083,37.1210039065463
MWPE,2013,Mytilus trossulus,CPS_MIAR,"Maury Is Aq Res, Old Marine Pk",47.37995,-122.4017,cobble_sad,DNR Aq.Rs.,2012-11-14T00:00:00Z,2013-01-10T00:00:00Z,13CPS_MIAR-MTW01,NOAA,119-1732,MW2887,2013-06-26T00:00:00Z,SumPCBs2x17,7,5.8,"D,B",ng/g,wet,14.9831649831649,46.7191011235958
PSMM2016,2016,Mytilus trossulus,PSS13175-000046,Appletree Cove,47.7873,-122.4947,Sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP046-MTW01,NOAA,119-3273,PS3341,2016-05-17T00:00:00Z,SumPCBs2x17,7,5.9,"D,B",ng/g,wet,14.98159404,46.7240000050088
PSMM2016,2016,Mytilus trossulus,PSS13175-000026,N of Illahee State Park,47.603334,-122.596606,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP026-MTW01,NOAA,119-3255,PS3340,2016-05-17T00:00:00Z,SumPCBs2x17,7.1,7.1,D,ng/g,wet,15.15813468,46.8395363274342
MWPE,2013,Mytilus trossulus,CPS_LP,Lincoln Pk,47.5308972222222,-122.401483333333,cobble_sad,King County,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,13CPS_LP-MTW01,NOAA,119-1731,MW2887,2013-06-26T00:00:00Z,SumPCBs2x17,7.2,6,"D,B",ng/g,wet,15.7884388517499,45.6029887920299
MWPE,2013,Mytilus trossulus,WPS_PB,Pt Bolin,47.69372,-122.59471,sand,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,WPS_PB,NOAA,119-2050,MW2967,2013-11-21T00:00:00Z,SumPCBs2x17,7.4,7.4,D,ng/g,wet,15.6777996070726,47.2005012531331
MWPE,2013,Mytilus trossulus,HC_HO,"Hood Canal, Holly",47.5705775,-122.9715404,cobble_sad,Kitsap Co. Public Works,2012-11-14T00:00:00Z,2013-01-11T00:00:00Z,13HC_HO-MTW01,NOAA,119-1735,MW2887,2013-06-26T00:00:00Z,SumPCBs2x17,7.5,6.3,"D,B",ng/g,wet,14.7041478277963,51.0060160427809
PSMM2016,2016,Mytilus trossulus,HC_HO,"Hood Canal, Holly",47.57045,-122.971557,gravel_sand,Kitsap County,2015-10-27T00:00:00Z,2016-02-08T00:00:00Z,16HC_HO-MTW01,NOAA,119-3308,PS3343,2016-05-19T00:00:00Z,SumPCBs2x17,7.5,2.6,"D,B",ng/g,wet,15.35421959,48.8465073463236
PSMM2016,2016,Mytilus trossulus,NPS_BLSC,"Bellingham Bay, Little Squalicum Creek",48.7639,-122.5175,gravel_sand,City of Bellingham,2015-10-27T00:00:00Z,2016-02-08T00:00:00Z,16NPS_BLSC-MTW01,NOAA,119-3325,PS3344,2016-05-24T00:00:00Z,SumPCBs2x17,7.5,6.3,"D,B",ng/g,wet,14.67840939,51.0954545600121
PSMM2016,2016,Mytilus trossulus,PSS13175-000043,N Avenue Park,48.52105,-122.61526,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP043-MTW01,NOAA,119-3272,PS3341,2016-05-17T00:00:00Z,SumPCBs2x17,7.6,6.5,"D,B",ng/g,wet,17.60303003,43.1743852453111
MWPE,2013,Mytilus trossulus,CPS_HCV,"Port Madison, Hidden Cove",47.6941,-122.5454,mud,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,CPS_HCV,NOAA,119-1677,MW2884,2013-06-04T00:00:00Z,SumPCBs2x17,7.6,7.6,D,ng/g,wet,13.8765240952196,54.7687587168761
MWPE,2013,Mytilus trossulus,WPS_SVD,"Silverdale, Dyes Inlet",47.6427936,-122.6967068,sand,Kitsap Co. Public Works,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_SVD-MTW01,NOAA,119-1772,MW2889,2013-07-22T00:00:00Z,SumPCBs2x17,7.8,7.09,"D,B",ng/g,wet,14.1624978437122,55.0750304506702
PSMM2016,2016,Mytilus trossulus,PSS13175-000029,Liberty Bay,47.73747,-122.6507,mud_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP029-MTW01,NOAA,119-3258,PS3340,2016-05-17T00:00:00Z,SumPCBs2x17,8,8,D,ng/g,wet,14.61752083,54.7288428252577
PSMM2016,2016,Mytilus trossulus,PSS13175-000625,"Gig Harbor, Mulligan",47.33064,-122.57554,mud_sand,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP625-MTW01,NOAA,119-3293,PS3342,2016-05-25T00:00:00Z,SumPCBs2x17,8.2,8.2,D,ng/g,wet,16.88036159,48.5771584706913
MWPE,2013,Mytilus trossulus,WPS_IC,Illahee Crk,47.6158716,-122.5949767,cobble_sad,Kitsap Co. Public Works,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_IC-MTW01,NOAA,119-1766,MW2889,2013-07-22T00:00:00Z,SumPCBs2x17,8.3,7.59,"D,B",ng/g,wet,16.448049706593,50.461909758657
MWPE,2013,Mytilus trossulus,WPS_SIWP,"Sinclair Inlet, Waterman Pt",47.58467,-122.57053,rock,NEP,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13WPS_SIWP-MTW01,NOAA,119-1833,MW2905,2013-06-27T00:00:00Z,SumPCBs2x17,8.4,7,"D,B",ng/g,wet,14.6936459909228,57.1675675675677
PSMM2016,2016,Mytilus trossulus,PSS13175-000048,Naketa Beach,47.92779,-122.30929,cobble_gravel,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-09T00:00:00Z,16RSMP048-MTW01,NOAA,119-3275,PS3341,2016-05-17T00:00:00Z,SumPCBs2x17,8.4,7.3,"D,B",ng/g,wet,15.70010207,53.5028368767796
PSMM2016,2016,Mytilus trossulus,PSS13175-000037,Saltar's Point,47.17025,-122.61076,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP037-MTW01,NOAA,119-3268,PS3341,2016-05-17T00:00:00Z,SumPCBs2x17,8.5,7.4,"D,B",ng/g,wet,15.59600286,54.5011441476486
PSMM2016,2016,Mytilus trossulus,PSS13175-000481,Gig Harbor Boat Launch,47.33785,-122.58277,mud_sand,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP481-MTW01,NOAA,119-3292,PS3342,2016-05-25T00:00:00Z,SumPCBs2x17,8.6,8.6,D,ng/g,wet,15.46507284,55.6091787537937
PSMM2016,2016,Mytilus trossulus,SPS_NRQR,"Nisqually Rch Aq Rsv, Anderson Is",47.14956,-122.67643,Sand,DNR,2015-10-28T00:00:00Z,2016-02-07T00:00:00Z,16SPS_NRQR-MTW01,NOAA,119-3303,PS3343,2016-05-19T00:00:00Z,SumPCBs2x17,8.9,4,"D,B",ng/g,wet,16.2091148,54.9073784090912
MWPE,2013,Mytilus trossulus,WPS_PO,"Liberty Bay, Poulsbo",47.71923,-122.62669,mud_sand,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,WPS_PO,NOAA,119-2052,MW2967,2013-11-21T00:00:00Z,SumPCBs2x17,8.9,8.9,D,ng/g,wet,15.2104770813844,58.5123001230015
PSMM2016,2016,Mytilus trossulus,PSS13175-000005,Salmon Beach,47.2947,-122.53051,cobble_gravel (with underlying sand),RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP005-MTW01,NOAA,119-3232,PS3339,2016-04-27T00:00:00Z,SumPCBs2x17,9.2,7.5,"D,B",ng/g,wet,16.32938543,56.3401484975543
PSMM2016,2016,Mytilus trossulus,PSS13175-000003,Brackenwood Ln,47.682339,-122.506474,mud_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP003-MTW01,NOAA,119-3230,PS3339,2016-04-27T00:00:00Z,SumPCBs2x17,9.3,7.6,"D,B",ng/g,wet,14.70122122,63.260050718426
MWPE,2013,Mytilus sp.,WB_EHN,Everett Hbr Natives,47.972103,-122.231625,sand,SCMRC,NA,2013-01-07T00:00:00Z,13WB_EHN-MXW01,NOAA,119-1926,MW2937,2013-10-30T00:00:00Z,SumPCBs2x17,9.4,7.2,"D,B",ng/g,wet,11.6001985768658,81.033095577746
MWPE,2013,Mytilus trossulus,WPS_KP,"Liberty Bay, Keyport",47.6972,-122.61744,mud,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,13WPS_KP-MTW01,NOAA,119-1767,MW2889,2013-07-22T00:00:00Z,SumPCBs2x17,9.5,8.79,"D,B",ng/g,wet,15.8175559380378,60.0598476605008
MWPE,2013,Mytilus trossulus,EB_FMR,"Elliott Bay, 4-Mile Rock",47.63848,-122.41216,cobble_sad,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,13EB_FMR-MTW01,NOAA,119-1640,MW2882,2013-05-30T00:00:00Z,SumPCBs2x17,9.6,9.6,D,ng/g,wet,14.5092460881934,66.1647058823532
MWPE,2013,Mytilus trossulus,CB_RW2,Tacoma Ruston Waterfront 2,47.2805628832429,-122.475914089009,sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW2-MTW01,NOAA,119-1625,MW2881,2013-05-22T00:00:00Z,SumPCBs2x17,9.7,9.7,D,ng/g,wet,15.999577568909,60.6266006600663
PSMM2016,2016,Mytilus trossulus,SPS_HIAP,Hammersley Inlet-Arcadia Point,47.198962,-122.939524,mud_sand,WDFW,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16SPS_HIAP-MTW01,NOAA,119-3323,PS3344,2016-05-24T00:00:00Z,SumPCBs2x17,9.8,8.6,"D,B",ng/g,wet,16.50294695,59.3833333506535
MWPE,2013,Mytilus trossulus,CB_CBSW,"Commencement Bay, Skookum Wuldge",47.289794711396,-122.409946415573,mud_sand,NEP,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,CPS_CBSW,NOAA,119-1671,MW2884,2013-06-04T00:00:00Z,SumPCBs2x17,9.8,9.8,D,ng/g,wet,13.7148399612027,71.4554455445545
MWPE,2013,Mytilus trossulus,CPS_EH,"Eagle Hbr, Bainbridge Ferry Term",47.6227,-122.5101,cobble_sad,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,13CPS_EH-MTW01,NOAA,119-1614,MW2881,2013-05-22T00:00:00Z,SumPCBs2x17,9.9,9.9,D,ng/g,wet,15.9449145511863,62.0887617065558
PSMM2016,2016,Mytilus trossulus,CPS_MASO,"Manchester, Stormwater Outfall",47.55622,-122.54281,cobble_gravel,Kitsap County,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16CPS_MASO-MTW01,NOAA,119-3306,PS3343,2016-05-19T00:00:00Z,SumPCBs2x17,9.9,5,"D,B",ng/g,wet,15.88941636,62.3056239178316
MWPE,2013,Mytilus trossulus,CPS_CP,Carkeek Pk,47.71325,-122.38059,sand,Puget Soundkeeper Alliance,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,13CPS_CP-MTW01,NOAA,119-1729,MW2887,2013-06-26T00:00:00Z,SumPCBs2x17,10,8.8,"D,B",ng/g,wet,14.853683148335,67.3233695652175
MWPE,2013,Mytilus trossulus,EB_P59,"Elliott Bay, Seattle Aquarium, Pier 59",47.607429,-122.342491,mud_sand,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,13EB_P59-MTW01,NOAA,119-1643,MW2882,2013-05-30T00:00:00Z,SumPCBs2x17,10,10,D,ng/g,wet,15.1680197307573,65.9281842818431
PSMM2016,2016,Mytilus trossulus,PSS13175-000016,Meadowdale Beach,47.854484,-122.335165,gravel_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP016-MTW01,NOAA,119-3240,PS3339,2016-04-27T00:00:00Z,SumPCBs2x17,10,8.3,"D,B",ng/g,wet,15.69655172,63.7082601222429
PSMM2016,2016,Mytilus trossulus,WPS_IC,Illahee Creek,47.615868,-122.594947,cobble_gravel,Kitsap County,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16WPS_IC-MTW01,NOAA,119-3309,PS3343,2016-05-19T00:00:00Z,SumPCBs2x17,10,5.1,"D,B",ng/g,wet,15.66299392,63.8447544005686
MWPE,2013,Mytilus trossulus,CB_CBSW,"Commencement Bay, Skookum Wuldge",47.289794711396,-122.409946415573,mud_sand,NEP,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,CPS_CBSW,NOAA,119-1931,MW2937,2013-10-30T00:00:00Z,SumPCBs2x17,10,7.8,"D,B",ng/g,wet,13.724237098578,72.863795110594
MWPE,2013,Mytilus trossulus,CPS_GH,"Gig Hbr, Narrows Psg",47.3255,-122.57615,cobble,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,13CPS_GH-MTW01,NOAA,119-1730,MW2887,2013-06-26T00:00:00Z,SumPCBs2x17,11,9.8,"D,B",ng/g,wet,13.4764826175869,81.6236722306526
PSMM2016,2016,Mytilus trossulus,CPS_EF,Edmonds Ferry,47.814183,-122.38215,gravel_sand,Snohomish County MRC,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16CPS_EF-MTW01,NOAA,119-3327,PS3344,2016-05-24T00:00:00Z,SumPCBs2x17,11,9.8,"D,B",ng/g,wet,17.7302393,62.0408998089496
PSMM2016,2016,Mytilus trossulus,CPS_QMH,Quartermaster Harbor,47.40518,-122.43975,mud_sand,WDFW,2015-10-29T00:00:00Z,2016-02-08T00:00:00Z,16CPS_QMH-MTW01,NOAA,119-3319,PS3344,2016-05-24T00:00:00Z,SumPCBs2x17,11,9.8,"D,B",ng/g,wet,15.97389827,68.8623391364568
PSMM2016,2016,Mytilus trossulus,PSS13175-000002,Arroyo Beach,47.501749,-122.385996,Sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16RSMP002-MTW01,NOAA,119-3229,PS3339,2016-04-27T00:00:00Z,SumPCBs2x17,11,9.3,"D,B",ng/g,wet,16.22859236,67.7816027168976
PSMM2016,2016,Mytilus trossulus,PSS13175-000013,Ruston Way,47.29267,-122.494966,gravel_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP013-MTW01,NOAA,119-3237,PS3339,2016-04-27T00:00:00Z,SumPCBs2x17,11,9.3,"D,B",ng/g,wet,15.14131898,72.6488888750695
PSMM2016,2016,Mytilus trossulus,SPS_PBL,"Purdy, Burley Lagoon",47.386977,-122.636709,clay_mud_sand,EPA,2015-10-26T00:00:00Z,2016-02-10T00:00:00Z,16SPS_PBL-MTW01,NOAA,119-3326,PS3344,2016-05-24T00:00:00Z,SumPCBs2x17,11,9.8,"D,B",ng/g,wet,14.58756228,75.4067046217951
MWPE,2013,Mytilus sp.,CPS_EFN,Edmonds Ferry Natives,47.8141833333333,-122.38215,sand,SCMRC,NA,2013-01-07T00:00:00Z,13WB_EFN-MXW01,NOAA,119-1925,MW2937,2013-10-30T00:00:00Z,SumPCBs2x17,12,9.8,"D,B",ng/g,wet,10.5326876513317,113.931034482759
PSMM2016,2016,Mytilus trossulus,CPS_SQSO,"Suquamish, Stormwater Outfall",47.729617,-122.550419,cobble_gravel,Kitsap County,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16CPS_SQSO-MTW01,NOAA,119-3307,PS3343,2016-05-19T00:00:00Z,SumPCBs2x17,12,7.1,"D,B",ng/g,wet,17.36019582,69.1236442516119
PSMM2016,2016,Mytilus trossulus,PSS13175-000021,Point Defiance Ferry,47.306137,-122.514575,gravel_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP021-MTW01,NOAA,119-3250,PS3340,2016-05-17T00:00:00Z,SumPCBs2x17,12,12,D,ng/g,wet,17.2696011,69.4862604556628
PSMM2016,2016,Mytilus trossulus,PSS13175-000022,Beach Dr E,47.55933,-122.59695,cobble_gravel,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-10T00:00:00Z,16RSMP022-MTW01,NOAA,119-3251,PS3340,2016-05-17T00:00:00Z,SumPCBs2x17,12,12,D,ng/g,wet,15.08532423,79.5475113231955
MWPE,2013,Mytilus trossulus,EB_P17,"Elliott Bay, Hbr Is, Pier 17",47.58772,-122.35065,rock,NEP,2012-11-12T00:00:00Z,2013-01-07T00:00:00Z,13EB_P17-MTW01,NOAA,119-1642,MW2882,2013-05-30T00:00:00Z,SumPCBs2x17,13,13,D,ng/g,wet,15.3301256348569,84.8003487358331
PSMM2016,2016,Mytilus trossulus,CPS_PNP,Point No Point,47.908594,-122.526745,cobble_sand,WDFW,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16CPS_PNP-MTW01,NOAA,119-3312,PS3343,2016-05-19T00:00:00Z,SumPCBs2x17,13,8.1,"D,B",ng/g,wet,16.26494768,79.9264790503156
PSMM2016,2016,Mytilus trossulus,PSS13175-000010,"Fletcher Bay, Fox Cove",47.64445,-122.57624,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP010-MTW01,NOAA,119-3235,PS3339,2016-04-27T00:00:00Z,SumPCBs2x17,13,11.3,"D,B",ng/g,wet,16.31145212,79.6986062575035
PSMM2016,2016,Mytilus trossulus,PSS13175-000035,Williams Olson Park,47.66583,-122.56694,gravel_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP035-MTW01,NOAA,119-3267,PS3341,2016-05-17T00:00:00Z,SumPCBs2x17,13,11.9,"D,B",ng/g,wet,17.31998888,75.057784910079
PSMM2016,2016,Mytilus trossulus,PSS13175-000697,"Browns Point, Wolverton",47.29824,-122.43684,cobble_gravel,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP697-MTW01,NOAA,119-3294,PS3342,2016-05-25T00:00:00Z,SumPCBs2x17,13,13,D,ng/g,wet,17.06369757,76.1851289655739
MWPE,2013,Mytilus trossulus,WPS_BIW,"W Bainbridge, Westwood",47.62694,-122.57778,sand,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,13CPS_BIW-MTW01,NOAA,119-1728,MW2887,2013-06-26T00:00:00Z,SumPCBs2x17,14,12.8,"D,B",ng/g,wet,15.8755484642999,88.1859296482415
MWPE,2013,Mytilus trossulus,EB_ME,"Elliott Bay, Myrtle Edwards",47.61865,-122.36122,rock,NEP,2012-11-12T00:00:00Z,2013-01-07T00:00:00Z,13EB_ME-MTW01,NOAA,119-1641,MW2882,2013-05-30T00:00:00Z,SumPCBs2x17,14,14,D,ng/g,wet,14.8233708730387,94.4454545454551
PSMM2016,2016,Mytilus trossulus,PSS13175-000953,"Browns Point, Carlson",47.3077,-122.4352,gravel_sand,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP953-MTW01,NOAA,119-3301,PS3343,2016-05-19T00:00:00Z,SumPCBs2x17,14,9.1,"D,B",ng/g,wet,17.20181446,81.3867631961425
PSMM2016,2016,Mytilus trossulus,WPS_PB,Point Bolin,47.69434,-122.59589,mud_sand,WDFW,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16WPS_PB-MTW01,NOAA,119-3324,PS3344,2016-05-24T00:00:00Z,SumPCBs2x17,14,12.8,"D,B",ng/g,wet,16.0326087,87.3220338746245
MWPE,2013,Mytilus trossulus,WPS_BSF,"Bremerton Shipyard, Ferry Term",47.56037,-122.62778,cobble,NEP,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,WPS_BSF,NOAA,119-2049,MW2967,2013-11-21T00:00:00Z,SumPCBs2x17,14,14,D,ng/g,wet,15.5631812676625,89.9559014267185
MWPE,2013,Mytilus sp.,CB_HYWN,Hylebos Waterway Natives,47.267746,-122.372773,cobble_mud,TPCPHD,NA,2013-01-09T00:00:00Z,13CPS_HYWN-MXW01,NOAA,119-1930,MW2937,2013-10-30T00:00:00Z,SumPBDEs11,14.76,NA,"D,B,LOQ",ng/g,wet,11.0081300813008,134.082717872969
PSMM2016,2016,Mytilus trossulus,PSS13175-000014,Point Heron East,47.5701,-122.60691,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP014-MTW01,NOAA,119-3238,PS3339,2016-04-27T00:00:00Z,SumPCBs2x17,15,13.3,"D,B",ng/g,wet,16.76201373,89.4880546073864
PSMM2016,2016,Mytilus trossulus,PSS13175-000023,Wing Point,47.622225,-122.496555,mud_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP023-MTW01,NOAA,119-3252,PS3340,2016-05-17T00:00:00Z,SumPCBs2x17,15,15,D,ng/g,wet,18.66007194,80.385542179212
MWPE,2013,Mytilus trossulus,CPS_SB,Salmon Bay,47.66631,-122.40179,cobble_sad,Puget Soundkeeper Alliance,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,13CPS_SB-MTW01,NOAA,119-1733,MW2887,2013-06-26T00:00:00Z,SumPCBs2x17,16,14.8,"D,B",ng/g,wet,13.1344942571322,121.81664315938
PSMM2016,2016,Mytilus trossulus,PSS13175-000038,Rocky Point,47.60255,-122.66997,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP038-MTW01,NOAA,119-3269,PS3341,2016-05-17T00:00:00Z,SumPCBs2x17,NA,14.9,"D,B",ng/g,wet,16.27799371,98.2922114668884
PSMM2016,2016,Mytilus trossulus,WPS_SVD,"Sliverdale, Dyes Inlet",47.642888,-122.69668,gravel_sand,Kitsap County,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16WPS_SVD-MTW01,NOAA,119-3310,PS3343,2016-05-19T00:00:00Z,SumPCBs2x17,16,11.1,"D,B",ng/g,wet,15.75190061,101.575044155894
MWPE,2013,Mytilus trossulus,EB_SC,Smith Cove,47.63123,-122.38573,cobble_sad,Puget Soundkeeper Alliance,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,13CPS_SC-MTW01,NOAA,119-1734,MW2887,2013-06-26T00:00:00Z,SumPCBs2x17,17,15.8,"D,B",ng/g,wet,15.9330323551542,106.696576151122
PSMM2016,2016,Mytilus trossulus,CPS_HCV,"Port Madison, Hidden Cove",47.6933,-122.54472,mud_sand,WDFW,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16CPS_HCV-MTW01,NOAA,119-3311,PS3343,2016-05-19T00:00:00Z,SumPCBs2x17,20,15.1,"D,B",ng/g,wet,15.9514244,125.380652526554
MWPE,2013,Mytilus trossulus,WPS_BSCB,"Bremerton Shipyard, Charleston Bch",47.55152,-122.66087,cobble_sad,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,13WPS_BSCB-MTW01,NOAA,119-1759,MW2888,2013-07-16T00:00:00Z,SumPCBs2x17,21,18.2,"D,B",ng/g,wet,15.4159486135046,136.22256097561
PSMM2016,2016,Mytilus trossulus,PSS13175-000042,Evergreen Rotary Park,47.57551,-122.62801,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP042-MTW01,NOAA,119-3271,PS3341,2016-05-17T00:00:00Z,SumPCBs2x17,21,19.9,"D,B",ng/g,wet,17.04058914,123.23517589369
